name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
GameGuru,TheGameCreators,"TheGameCreators,TheGameCreators","GameDevelopment,Software,Design&Illustration,Utilities,Animation&Modeling,GameMaker,FPS,SoftwareTraining,Action,Shooter,Indie,Education,Multiplayer,Simulation,Singleplayer,Crafting,EarlyAccess,Zombies,VR,Strategy","Single-player,Multi-player,Includesleveleditor","Animation&Modeling,Design&Illustration,Education,SoftwareTraining,Utilities,GameDevelopment",gameguru,"Animation&Modeling,Design&Illustration,Education,SoftwareTraining,Utilities,GameDevelopmentTheGameCreators,TheGameCreatorsTheGameCreators","Animation&Modeling,Design&Illustration,Education,SoftwareTraining,Utilities,GameDevelopmentGameDevelopment,Software,Design&Illustration,Utilities,Animation&Modeling,GameMaker,FPS,SoftwareTraining,Action,Shooter,Indie,Education,Multiplayer,Simulation,Singleplayer,Crafting,EarlyAccess,Zombies,VR,StrategyTheGameCreators","Animation&Modeling,Design&Illustration,Education,SoftwareTraining,Utilities,GameDevelopmentGameDevelopment,Software,Design&Illustration,Utilities,Animation&Modeling,GameMaker,FPS,SoftwareTraining,Action,Shooter,Indie,Education,Multiplayer,Simulation,Singleplayer,Crafting,EarlyAccess,Zombies,VR,StrategySingle-player,Multi-player,Includesleveleditor","Animation&Modeling,Design&Illustration,Education,SoftwareTraining,Utilities,GameDevelopmentTheGameCreators,TheGameCreatorsTheGameCreatorsSingle-player,Multi-player,Includesleveleditor"
DeathSpank,HotheadGames,"ElectronicArts,ElectronicArts","RPG,Action,Comedy,Indie,ActionRPG,HackandSlash,Parody,Singleplayer,LocalCo-Op,Funny","Single-player,Shared/SplitScreen,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Indie,RPG",deathspank,"Action,Indie,RPGElectronicArts,ElectronicArtsHotheadGames","Action,Indie,RPGRPG,Action,Comedy,Indie,ActionRPG,HackandSlash,Parody,Singleplayer,LocalCo-Op,FunnyHotheadGames","Action,Indie,RPGRPG,Action,Comedy,Indie,ActionRPG,HackandSlash,Parody,Singleplayer,LocalCo-Op,FunnySingle-player,Shared/SplitScreen,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Indie,RPGElectronicArts,ElectronicArtsHotheadGamesSingle-player,Shared/SplitScreen,SteamAchievements,PartialControllerSupport,SteamCloud,SteamLeaderboards"
AKIBA'S TRIP: Undead ＆ Undressed,ACQUIRECorp.,"XSEEDGames,MarvelousUSA,Inc.,XSEEDGames,MarvelousUSA,Inc.","Anime,Nudity,JRPG,Action,RPG,OpenWorld,Adventure,Mature,Singleplayer,Cute,Vampire,Beat'emup,Casual,DatingSim,SexualContent,Comedy,VisualNovel,Funny,FemaleProtagonist,GreatSoundtrack","Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Adventure,Casual,RPG",akibastripundeadundressed,"Action,Adventure,Casual,RPGXSEEDGames,MarvelousUSA,Inc.,XSEEDGames,MarvelousUSA,Inc.ACQUIRECorp.","Action,Adventure,Casual,RPGAnime,Nudity,JRPG,Action,RPG,OpenWorld,Adventure,Mature,Singleplayer,Cute,Vampire,Beat'emup,Casual,DatingSim,SexualContent,Comedy,VisualNovel,Funny,FemaleProtagonist,GreatSoundtrackACQUIRECorp.","Action,Adventure,Casual,RPGAnime,Nudity,JRPG,Action,RPG,OpenWorld,Adventure,Mature,Singleplayer,Cute,Vampire,Beat'emup,Casual,DatingSim,SexualContent,Comedy,VisualNovel,Funny,FemaleProtagonist,GreatSoundtrackSingle-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Adventure,Casual,RPGXSEEDGames,MarvelousUSA,Inc.,XSEEDGames,MarvelousUSA,Inc.ACQUIRECorp.Single-player,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
Executive Assault,HeskethStudiosLtd,"HeskethStudiosLtd,HeskethStudiosLtd","Strategy,RTS,Action,FPS,BaseBuilding,Robots,Sci-fi,Shooter,War,Multiplayer,Indie,Singleplayer,Real-Time,Co-op,First-Person,OpenWorld,Sandbox","Single-player,Multi-player,Co-op","Action,Strategy",executiveassault,"Action,StrategyHeskethStudiosLtd,HeskethStudiosLtdHeskethStudiosLtd","Action,StrategyStrategy,RTS,Action,FPS,BaseBuilding,Robots,Sci-fi,Shooter,War,Multiplayer,Indie,Singleplayer,Real-Time,Co-op,First-Person,OpenWorld,SandboxHeskethStudiosLtd","Action,StrategyStrategy,RTS,Action,FPS,BaseBuilding,Robots,Sci-fi,Shooter,War,Multiplayer,Indie,Singleplayer,Real-Time,Co-op,First-Person,OpenWorld,SandboxSingle-player,Multi-player,Co-op","Action,StrategyHeskethStudiosLtd,HeskethStudiosLtdHeskethStudiosLtdSingle-player,Multi-player,Co-op"
Pandora: First Contact,ProxyStudios,"SlitherineLtd.,SlitherineLtd.","Strategy,4X,Turn-BasedStrategy,Sci-fi,Singleplayer,Multiplayer,Simulation,HexGrid,Turn-Based,Space,ReplayValue","Single-player,Multi-player,OnlineMulti-Player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamCloud","Simulation,Strategy",pandorafirstcontact,"Simulation,StrategySlitherineLtd.,SlitherineLtd.ProxyStudios","Simulation,StrategyStrategy,4X,Turn-BasedStrategy,Sci-fi,Singleplayer,Multiplayer,Simulation,HexGrid,Turn-Based,Space,ReplayValueProxyStudios","Simulation,StrategyStrategy,4X,Turn-BasedStrategy,Sci-fi,Singleplayer,Multiplayer,Simulation,HexGrid,Turn-Based,Space,ReplayValueSingle-player,Multi-player,OnlineMulti-Player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamCloud","Simulation,StrategySlitherineLtd.,SlitherineLtd.ProxyStudiosSingle-player,Multi-player,OnlineMulti-Player,Co-op,Cross-PlatformMultiplayer,SteamAchievements,SteamCloud"
URU: Complete Chronicles,CyanWorlds,"CyanWorlds,CyanWorlds","Adventure,Casual,Puzzle,Exploration,Singleplayer,Difficult",Single-player,"Adventure,Casual",urucompletechronicles,"Adventure,CasualCyanWorlds,CyanWorldsCyanWorlds","Adventure,CasualAdventure,Casual,Puzzle,Exploration,Singleplayer,DifficultCyanWorlds","Adventure,CasualAdventure,Casual,Puzzle,Exploration,Singleplayer,DifficultSingle-player","Adventure,CasualCyanWorlds,CyanWorldsCyanWorldsSingle-player"
Clickteam Fusion 2.5,Clickteam,"Clickteam,Clickteam","GameDevelopment,Animation&Modeling,WebPublishing,Utilities,Education","Single-player,Multi-player,MMO,Co-op,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,SteamLeaderboards","Animation&Modeling,Education,Utilities,WebPublishing",clickteamfusion25,"Animation&Modeling,Education,Utilities,WebPublishingClickteam,ClickteamClickteam","Animation&Modeling,Education,Utilities,WebPublishingGameDevelopment,Animation&Modeling,WebPublishing,Utilities,EducationClickteam","Animation&Modeling,Education,Utilities,WebPublishingGameDevelopment,Animation&Modeling,WebPublishing,Utilities,EducationSingle-player,Multi-player,MMO,Co-op,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,SteamLeaderboards","Animation&Modeling,Education,Utilities,WebPublishingClickteam,ClickteamClickteamSingle-player,Multi-player,MMO,Co-op,Shared/SplitScreen,Cross-PlatformMultiplayer,SteamAchievements,SteamLeaderboards"
Medal of Honor: Airborne,EALosAngeles,"ElectronicArts,ElectronicArts","Action,WorldWarII,FPS,Shooter,War,Multiplayer,Singleplayer,First-Person,Military,Historical,Atmospheric,Classic,Masterpiece,OpenWorld,GreatSoundtrack","Single-player,Multi-player",Action,medalofhonorairborne,"ActionElectronicArts,ElectronicArtsEALosAngeles","ActionAction,WorldWarII,FPS,Shooter,War,Multiplayer,Singleplayer,First-Person,Military,Historical,Atmospheric,Classic,Masterpiece,OpenWorld,GreatSoundtrackEALosAngeles","ActionAction,WorldWarII,FPS,Shooter,War,Multiplayer,Singleplayer,First-Person,Military,Historical,Atmospheric,Classic,Masterpiece,OpenWorld,GreatSoundtrackSingle-player,Multi-player","ActionElectronicArts,ElectronicArtsEALosAngelesSingle-player,Multi-player"
Penumbra Overture,FrictionalGames,"FrictionalGames,FrictionalGames","Horror,Adventure,First-Person,SurvivalHorror,Indie,PsychologicalHorror,Atmospheric,Singleplayer,StoryRich,Stealth,Dark,Lovecraftian,Puzzle,Survival,Action,Gore,Masterpiece","Single-player,Captionsavailable","Action,Adventure,Indie",penumbraoverture,"Action,Adventure,IndieFrictionalGames,FrictionalGamesFrictionalGames","Action,Adventure,IndieHorror,Adventure,First-Person,SurvivalHorror,Indie,PsychologicalHorror,Atmospheric,Singleplayer,StoryRich,Stealth,Dark,Lovecraftian,Puzzle,Survival,Action,Gore,MasterpieceFrictionalGames","Action,Adventure,IndieHorror,Adventure,First-Person,SurvivalHorror,Indie,PsychologicalHorror,Atmospheric,Singleplayer,StoryRich,Stealth,Dark,Lovecraftian,Puzzle,Survival,Action,Gore,MasterpieceSingle-player,Captionsavailable","Action,Adventure,IndieFrictionalGames,FrictionalGamesFrictionalGamesSingle-player,Captionsavailable"
Shelter,MightandDelight,"MightandDelight,MightandDelight","Indie,Adventure,Cute,Survival,Singleplayer,Short,Simulation,Atmospheric,Nature,Emotional,FemaleProtagonist,GreatSoundtrack,Casual,OpenWorld,WalkingSimulator,ThirdPerson,Stylized,Exploration,FamilyFriendly,Masterpiece","Single-player,SteamTradingCards,PartialControllerSupport","Adventure,Indie",shelter,"Adventure,IndieMightandDelight,MightandDelightMightandDelight","Adventure,IndieIndie,Adventure,Cute,Survival,Singleplayer,Short,Simulation,Atmospheric,Nature,Emotional,FemaleProtagonist,GreatSoundtrack,Casual,OpenWorld,WalkingSimulator,ThirdPerson,Stylized,Exploration,FamilyFriendly,MasterpieceMightandDelight","Adventure,IndieIndie,Adventure,Cute,Survival,Singleplayer,Short,Simulation,Atmospheric,Nature,Emotional,FemaleProtagonist,GreatSoundtrack,Casual,OpenWorld,WalkingSimulator,ThirdPerson,Stylized,Exploration,FamilyFriendly,MasterpieceSingle-player,SteamTradingCards,PartialControllerSupport","Adventure,IndieMightandDelight,MightandDelightMightandDelightSingle-player,SteamTradingCards,PartialControllerSupport"
Arma X: Anniversary Edition,BohemiaInteractive,BohemiaInteractive,,"Single-player,Multi-player,Co-op,DownloadableContent,Captionsavailable,PartialControllerSupport,Includesleveleditor","Action,Simulation,Strategy",armaxanniversaryedition,"Action,Simulation,StrategyBohemiaInteractiveBohemiaInteractive","Action,Simulation,StrategyBohemiaInteractive","Action,Simulation,StrategySingle-player,Multi-player,Co-op,DownloadableContent,Captionsavailable,PartialControllerSupport,Includesleveleditor","Action,Simulation,StrategyBohemiaInteractiveBohemiaInteractiveSingle-player,Multi-player,Co-op,DownloadableContent,Captionsavailable,PartialControllerSupport,Includesleveleditor"
Villagers and Heroes,MadOtterGames,"MadOtterGames,MadOtterGames","FreetoPlay,MassivelyMultiplayer,RPG,OpenWorld,Multiplayer,Indie,Adventure,MMORPG,Crafting,Sandbox,Fantasy,Survival,Medieval,Action,Co-op,Magic,Funny,Casual,FPS,Shooter","MMO,SteamTradingCards","FreetoPlay,Indie,MassivelyMultiplayer,RPG",villagersandheroes,"FreetoPlay,Indie,MassivelyMultiplayer,RPGMadOtterGames,MadOtterGamesMadOtterGames","FreetoPlay,Indie,MassivelyMultiplayer,RPGFreetoPlay,MassivelyMultiplayer,RPG,OpenWorld,Multiplayer,Indie,Adventure,MMORPG,Crafting,Sandbox,Fantasy,Survival,Medieval,Action,Co-op,Magic,Funny,Casual,FPS,ShooterMadOtterGames","FreetoPlay,Indie,MassivelyMultiplayer,RPGFreetoPlay,MassivelyMultiplayer,RPG,OpenWorld,Multiplayer,Indie,Adventure,MMORPG,Crafting,Sandbox,Fantasy,Survival,Medieval,Action,Co-op,Magic,Funny,Casual,FPS,ShooterMMO,SteamTradingCards","FreetoPlay,Indie,MassivelyMultiplayer,RPGMadOtterGames,MadOtterGamesMadOtterGamesMMO,SteamTradingCards"
Startopia,,"SquareEnix,SquareEnix","Simulation,Management,Sci-fi,Space,CityBuilder,Comedy,Classic,RTS,Singleplayer,Strategy,Funny,Real-TimewithPause,BaseBuilding,GreatSoundtrack,Sandbox",Single-player,Simulation,startopia,"SimulationSquareEnix,SquareEnix","SimulationSimulation,Management,Sci-fi,Space,CityBuilder,Comedy,Classic,RTS,Singleplayer,Strategy,Funny,Real-TimewithPause,BaseBuilding,GreatSoundtrack,Sandbox","SimulationSimulation,Management,Sci-fi,Space,CityBuilder,Comedy,Classic,RTS,Singleplayer,Strategy,Funny,Real-TimewithPause,BaseBuilding,GreatSoundtrack,SandboxSingle-player","SimulationSquareEnix,SquareEnixSingle-player"
Crimsonland,10tonsLtd,"10tonsLtd,10tonsLtd","Action,Shooter,Top-Down,Indie,LocalCo-Op,Top-DownShooter,Gore,RPG,Classic,Co-op,Survival,Shoot'EmUp,TwinStickShooter,Arcade,Sci-fi,Zombies,2D,Masterpiece,LocalMultiplayer,Post-apocalyptic","Single-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards","Action,Indie,RPG",crimsonland,"Action,Indie,RPG10tonsLtd,10tonsLtd10tonsLtd","Action,Indie,RPGAction,Shooter,Top-Down,Indie,LocalCo-Op,Top-DownShooter,Gore,RPG,Classic,Co-op,Survival,Shoot'EmUp,TwinStickShooter,Arcade,Sci-fi,Zombies,2D,Masterpiece,LocalMultiplayer,Post-apocalyptic10tonsLtd","Action,Indie,RPGAction,Shooter,Top-Down,Indie,LocalCo-Op,Top-DownShooter,Gore,RPG,Classic,Co-op,Survival,Shoot'EmUp,TwinStickShooter,Arcade,Sci-fi,Zombies,2D,Masterpiece,LocalMultiplayer,Post-apocalypticSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards","Action,Indie,RPG10tonsLtd,10tonsLtd10tonsLtdSingle-player,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud,Stats,SteamLeaderboards"
Viscera Cleanup Detail: Santa's Rampage,RuneStorm,"RuneStorm,RuneStorm","Simulation,Gore,Indie,Blood,Comedy,Funny,Co-op,Multiplayer,First-Person,Singleplayer,Horror,Physics,Casual,Action,PsychologicalHorror,FreetoPlay,FamilyFriendly,Sci-fi,DarkHumor,Violent","Single-player,Multi-player,Co-op,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamCloud","Indie,Simulation",visceracleanupdetailsantasrampage,"Indie,SimulationRuneStorm,RuneStormRuneStorm","Indie,SimulationSimulation,Gore,Indie,Blood,Comedy,Funny,Co-op,Multiplayer,First-Person,Singleplayer,Horror,Physics,Casual,Action,PsychologicalHorror,FreetoPlay,FamilyFriendly,Sci-fi,DarkHumor,ViolentRuneStorm","Indie,SimulationSimulation,Gore,Indie,Blood,Comedy,Funny,Co-op,Multiplayer,First-Person,Singleplayer,Horror,Physics,Casual,Action,PsychologicalHorror,FreetoPlay,FamilyFriendly,Sci-fi,DarkHumor,ViolentSingle-player,Multi-player,Co-op,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamCloud","Indie,SimulationRuneStorm,RuneStormRuneStormSingle-player,Multi-player,Co-op,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamCloud"
Primordia,WormwoodStudios,"WadjetEyeGames,WadjetEyeGames","Point&Click,Adventure,Post-apocalyptic,Sci-fi,Indie,Robots,PixelGraphics,Atmospheric,StoryRich,MultipleEndings,Cyberpunk,Noir,2D,Dystopian,Singleplayer,Dark,Puzzle,Steampunk,Retro,ChoicesMatter","Single-player,SteamAchievements,SteamTradingCards","Adventure,Indie",primordia,"Adventure,IndieWadjetEyeGames,WadjetEyeGamesWormwoodStudios","Adventure,IndiePoint&Click,Adventure,Post-apocalyptic,Sci-fi,Indie,Robots,PixelGraphics,Atmospheric,StoryRich,MultipleEndings,Cyberpunk,Noir,2D,Dystopian,Singleplayer,Dark,Puzzle,Steampunk,Retro,ChoicesMatterWormwoodStudios","Adventure,IndiePoint&Click,Adventure,Post-apocalyptic,Sci-fi,Indie,Robots,PixelGraphics,Atmospheric,StoryRich,MultipleEndings,Cyberpunk,Noir,2D,Dystopian,Singleplayer,Dark,Puzzle,Steampunk,Retro,ChoicesMatterSingle-player,SteamAchievements,SteamTradingCards","Adventure,IndieWadjetEyeGames,WadjetEyeGamesWormwoodStudiosSingle-player,SteamAchievements,SteamTradingCards"
Hurtworld,BankrollStudios,"BankrollStudios,BankrollStudios","EarlyAccess,Survival,OpenWorld,Multiplayer,Crafting,Building,PvP,Sandbox,Adventure,EarlyAccess,Action,First-Person,Co-op,FPS,Shooter,ThirdPerson,Simulation,Singleplayer,Indie,Cartoony","Multi-player,Co-op,Cross-PlatformMultiplayer","Action,Adventure,Simulation,EarlyAccess",hurtworld,"Action,Adventure,Simulation,EarlyAccessBankrollStudios,BankrollStudiosBankrollStudios","Action,Adventure,Simulation,EarlyAccessEarlyAccess,Survival,OpenWorld,Multiplayer,Crafting,Building,PvP,Sandbox,Adventure,EarlyAccess,Action,First-Person,Co-op,FPS,Shooter,ThirdPerson,Simulation,Singleplayer,Indie,CartoonyBankrollStudios","Action,Adventure,Simulation,EarlyAccessEarlyAccess,Survival,OpenWorld,Multiplayer,Crafting,Building,PvP,Sandbox,Adventure,EarlyAccess,Action,First-Person,Co-op,FPS,Shooter,ThirdPerson,Simulation,Singleplayer,Indie,CartoonyMulti-player,Co-op,Cross-PlatformMultiplayer","Action,Adventure,Simulation,EarlyAccessBankrollStudios,BankrollStudiosBankrollStudiosMulti-player,Co-op,Cross-PlatformMultiplayer"
Zuma Deluxe,"PopCapGames,Inc.","PopCapGames,Inc.,PopCapGames,Inc.","Casual,Puzzle,Match3,Singleplayer,Classic",Single-player,Casual,zumadeluxe,"CasualPopCapGames,Inc.,PopCapGames,Inc.PopCapGames,Inc.","CasualCasual,Puzzle,Match3,Singleplayer,ClassicPopCapGames,Inc.","CasualCasual,Puzzle,Match3,Singleplayer,ClassicSingle-player","CasualPopCapGames,Inc.,PopCapGames,Inc.PopCapGames,Inc.Single-player"
Never Alone (Kisima Ingitchuna),"UpperOneGames,E-LineMedia","E-LineMedia,E-LineMedia","Indie,Platformer,LocalCo-Op,Atmospheric,FemaleProtagonist,Adventure,StoryRich,Puzzle,Casual,Cute,LocalMultiplayer,Puzzle-Platformer,SideScroller,Action,GreatSoundtrack,Singleplayer,Co-op,Short,2.5D,Nature","Single-player,LocalCo-op,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Adventure,Casual,Indie",neveralonekisimaingitchuna,"Action,Adventure,Casual,IndieE-LineMedia,E-LineMediaUpperOneGames,E-LineMedia","Action,Adventure,Casual,IndieIndie,Platformer,LocalCo-Op,Atmospheric,FemaleProtagonist,Adventure,StoryRich,Puzzle,Casual,Cute,LocalMultiplayer,Puzzle-Platformer,SideScroller,Action,GreatSoundtrack,Singleplayer,Co-op,Short,2.5D,NatureUpperOneGames,E-LineMedia","Action,Adventure,Casual,IndieIndie,Platformer,LocalCo-Op,Atmospheric,FemaleProtagonist,Adventure,StoryRich,Puzzle,Casual,Cute,LocalMultiplayer,Puzzle-Platformer,SideScroller,Action,GreatSoundtrack,Singleplayer,Co-op,Short,2.5D,NatureSingle-player,LocalCo-op,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Adventure,Casual,IndieE-LineMedia,E-LineMediaUpperOneGames,E-LineMediaSingle-player,LocalCo-op,Shared/SplitScreen,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
The Political Machine 2016,StardockEntertainment,"StardockEntertainment,StardockEntertainment","Strategy,Indie,Politics,Political,Simulation,Turn-Based,Multiplayer,Casual,Singleplayer,Management,EarlyAccess,Funny,Turn-BasedStrategy,Moddable,America,Memes,Satire,PsychologicalHorror,Horror","Single-player,Multi-player,SteamAchievements","Indie,Strategy",thepoliticalmachine2016,"Indie,StrategyStardockEntertainment,StardockEntertainmentStardockEntertainment","Indie,StrategyStrategy,Indie,Politics,Political,Simulation,Turn-Based,Multiplayer,Casual,Singleplayer,Management,EarlyAccess,Funny,Turn-BasedStrategy,Moddable,America,Memes,Satire,PsychologicalHorror,HorrorStardockEntertainment","Indie,StrategyStrategy,Indie,Politics,Political,Simulation,Turn-Based,Multiplayer,Casual,Singleplayer,Management,EarlyAccess,Funny,Turn-BasedStrategy,Moddable,America,Memes,Satire,PsychologicalHorror,HorrorSingle-player,Multi-player,SteamAchievements","Indie,StrategyStardockEntertainment,StardockEntertainmentStardockEntertainmentSingle-player,Multi-player,SteamAchievements"
Ultimate General: Gettysburg,Game-Labs,"Game-Labs,Game-Labs","Strategy,Historical,Simulation,RTS,Tactical,Indie,Wargame,War,Singleplayer,Multiplayer,Military","Single-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Stats,SteamLeaderboards","Indie,Simulation,Strategy",ultimategeneralgettysburg,"Indie,Simulation,StrategyGame-Labs,Game-LabsGame-Labs","Indie,Simulation,StrategyStrategy,Historical,Simulation,RTS,Tactical,Indie,Wargame,War,Singleplayer,Multiplayer,MilitaryGame-Labs","Indie,Simulation,StrategyStrategy,Historical,Simulation,RTS,Tactical,Indie,Wargame,War,Singleplayer,Multiplayer,MilitarySingle-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Stats,SteamLeaderboards","Indie,Simulation,StrategyGame-Labs,Game-LabsGame-LabsSingle-player,Multi-player,Cross-PlatformMultiplayer,SteamAchievements,SteamTradingCards,Stats,SteamLeaderboards"
Castle of Illusion,"SEGAStudiosAustralia,FeralInteractive(Mac)","SEGA,FeralInteractive(Mac),SEGA,FeralInteractive(Mac)","Platformer,Adventure,Remake,Casual,FamilyFriendly,Singleplayer,Classic,GreatSoundtrack,Retro,Colorful,2.5D,2D,Short,Difficult","Single-player,SteamAchievements,Fullcontrollersupport,SteamCloud","Adventure,Casual",castleofillusion,"Adventure,CasualSEGA,FeralInteractive(Mac),SEGA,FeralInteractive(Mac)SEGAStudiosAustralia,FeralInteractive(Mac)","Adventure,CasualPlatformer,Adventure,Remake,Casual,FamilyFriendly,Singleplayer,Classic,GreatSoundtrack,Retro,Colorful,2.5D,2D,Short,DifficultSEGAStudiosAustralia,FeralInteractive(Mac)","Adventure,CasualPlatformer,Adventure,Remake,Casual,FamilyFriendly,Singleplayer,Classic,GreatSoundtrack,Retro,Colorful,2.5D,2D,Short,DifficultSingle-player,SteamAchievements,Fullcontrollersupport,SteamCloud","Adventure,CasualSEGA,FeralInteractive(Mac),SEGA,FeralInteractive(Mac)SEGAStudiosAustralia,FeralInteractive(Mac)Single-player,SteamAchievements,Fullcontrollersupport,SteamCloud"
Lone Survivor: The Director's Cut,JasperByrne,"SuperflatGames,SuperflatGames","Horror,Indie,SurvivalHorror,Adventure,PixelGraphics,Atmospheric,2D,Action,RPG,GreatSoundtrack,Dark,PsychologicalHorror,Singleplayer,Zombies,Retro,Survival,Simulation,SideScroller,Masterpiece,Exploration","Single-player,SteamCloud","Action,Adventure,Indie,RPG,Simulation",lonesurvivorthedirectorscut,"Action,Adventure,Indie,RPG,SimulationSuperflatGames,SuperflatGamesJasperByrne","Action,Adventure,Indie,RPG,SimulationHorror,Indie,SurvivalHorror,Adventure,PixelGraphics,Atmospheric,2D,Action,RPG,GreatSoundtrack,Dark,PsychologicalHorror,Singleplayer,Zombies,Retro,Survival,Simulation,SideScroller,Masterpiece,ExplorationJasperByrne","Action,Adventure,Indie,RPG,SimulationHorror,Indie,SurvivalHorror,Adventure,PixelGraphics,Atmospheric,2D,Action,RPG,GreatSoundtrack,Dark,PsychologicalHorror,Singleplayer,Zombies,Retro,Survival,Simulation,SideScroller,Masterpiece,ExplorationSingle-player,SteamCloud","Action,Adventure,Indie,RPG,SimulationSuperflatGames,SuperflatGamesJasperByrneSingle-player,SteamCloud"
Black Ice,SuperDuperGarrettCooper,"SuperDuperGameCompany,SuperDuperGameCompany","EarlyAccess,Cyberpunk,RPG,Indie,FPS,Action,EarlyAccess,Co-op,OnlineCo-Op,Hacking,Singleplayer,Multiplayer,First-Person,Rogue-like,PvP,OpenWorld,Rogue-lite,Shooter,GreatSoundtrack,ReplayValue","Single-player,Multi-player,OnlineMulti-Player,Co-op,OnlineCo-op,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Indie,RPG,EarlyAccess",blackice,"Action,Indie,RPG,EarlyAccessSuperDuperGameCompany,SuperDuperGameCompanySuperDuperGarrettCooper","Action,Indie,RPG,EarlyAccessEarlyAccess,Cyberpunk,RPG,Indie,FPS,Action,EarlyAccess,Co-op,OnlineCo-Op,Hacking,Singleplayer,Multiplayer,First-Person,Rogue-like,PvP,OpenWorld,Rogue-lite,Shooter,GreatSoundtrack,ReplayValueSuperDuperGarrettCooper","Action,Indie,RPG,EarlyAccessEarlyAccess,Cyberpunk,RPG,Indie,FPS,Action,EarlyAccess,Co-op,OnlineCo-Op,Hacking,Singleplayer,Multiplayer,First-Person,Rogue-like,PvP,OpenWorld,Rogue-lite,Shooter,GreatSoundtrack,ReplayValueSingle-player,Multi-player,OnlineMulti-Player,Co-op,OnlineCo-op,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud","Action,Indie,RPG,EarlyAccessSuperDuperGameCompany,SuperDuperGameCompanySuperDuperGarrettCooperSingle-player,Multi-player,OnlineMulti-Player,Co-op,OnlineCo-op,Cross-PlatformMultiplayer,SteamAchievements,Fullcontrollersupport,SteamTradingCards,SteamCloud"
Azure Striker Gunvolt,"INTICREATESCO.,LTD.","INTICREATESCO.,LTD.,INTICREATESCO.,LTD.","Action,Platformer,Anime,2D,Indie,PixelGraphics,SideScroller,GreatSoundtrack,Singleplayer,Metroidvania","Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,Indie",azurestrikergunvolt,"Action,IndieINTICREATESCO.,LTD.,INTICREATESCO.,LTD.INTICREATESCO.,LTD.","Action,IndieAction,Platformer,Anime,2D,Indie,PixelGraphics,SideScroller,GreatSoundtrack,Singleplayer,MetroidvaniaINTICREATESCO.,LTD.","Action,IndieAction,Platformer,Anime,2D,Indie,PixelGraphics,SideScroller,GreatSoundtrack,Singleplayer,MetroidvaniaSingle-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud,SteamLeaderboards","Action,IndieINTICREATESCO.,LTD.,INTICREATESCO.,LTD.INTICREATESCO.,LTD.Single-player,SteamAchievements,SteamTradingCards,PartialControllerSupport,SteamCloud,SteamLeaderboards"
